Date,Adj Close,Close,High,Low,Open,Volume
,DOGE-USD,DOGE-USD,DOGE-USD,DOGE-USD,DOGE-USD,DOGE-USD
2024-06-08,0.14605900645256042,0.14605900645256042,0.14858299493789673,0.1440100073814392,0.14829599857330322,872877278
2024-06-09,0.14677399396896362,0.14677399396896362,0.1490889936685562,0.1451999992132187,0.1460449993610382,656320138
2024-06-10,0.1447400003671646,0.1447400003671646,0.14781999588012695,0.1434669941663742,0.1467670053243637,752565082
2024-06-11,0.13810400664806366,0.13810400664806366,0.14504699409008026,0.13410300016403198,0.1447419971227646,1271975142
2024-06-12,0.14619599282741547,0.14619599282741547,0.1503250002861023,0.13503000140190125,0.13809700310230255,1274848212
2024-06-13,0.1410599946975708,0.1410599946975708,0.14635300636291504,0.14038099348545074,0.14619700610637665,790003626
2024-06-14,0.13496999442577362,0.13496999442577362,0.14321300387382507,0.13216400146484375,0.14104600250720978,859600884
2024-06-15,0.13656599819660187,0.13656599819660187,0.1372770071029663,0.1343580037355423,0.13497500121593475,476136328
2024-06-16,0.1369370073080063,0.1369370073080063,0.1373469978570938,0.13481900095939636,0.13657599687576294,385407083
2024-06-17,0.12888899445533752,0.12888899445533752,0.1380230039358139,0.12649500370025635,0.13694000244140625,960646592
2024-06-18,0.12229599803686142,0.12229599803686142,0.12910300493240356,0.11539199948310852,0.12886600196361542,1413960450
2024-06-19,0.12234099954366684,0.12234099954366684,0.12650799751281738,0.12157899886369705,0.12227900326251984,642487745
2024-06-20,0.12441900372505188,0.12441900372505188,0.12826600670814514,0.12145400047302246,0.12234099954366684,734399819
2024-06-21,0.1240290030837059,0.1240290030837059,0.12549999356269836,0.12161699682474136,0.12443000078201294,598393023
2024-06-22,0.1237889975309372,0.1237889975309372,0.1253650039434433,0.12295900285243988,0.12403800338506699,328642106
2024-06-23,0.12225700169801712,0.12225700169801712,0.12612000107765198,0.12182699888944626,0.12378299981355667,429188641
2024-06-24,0.11904300004243851,0.11904300004243851,0.12367500364780426,0.11473099887371063,0.12224899977445602,951099440
2024-06-25,0.12615300714969635,0.12615300714969635,0.12823599576950073,0.11889500170946121,0.11903300136327744,783244352
2024-06-26,0.12267900258302689,0.12267900258302689,0.12852199375629425,0.12191999703645706,0.1261499971151352,526276880
2024-06-27,0.126910999417305,0.126910999417305,0.1281149983406067,0.12063000351190567,0.12267199903726578,616932730
2024-06-28,0.12278900295495987,0.12278900295495987,0.12797600030899048,0.12236099690198898,0.126910001039505,634763078
2024-06-29,0.12169899791479111,0.12169899791479111,0.12412100285291672,0.1213890016078949,0.1227950006723404,285391178
2024-06-30,0.12430500239133835,0.12430500239133835,0.1253329962491989,0.12045200169086456,0.12169899791479111,369166834
2024-07-01,0.12344200164079666,0.12344200164079666,0.1272359937429428,0.12324800342321396,0.12430399656295776,452573746
2024-07-02,0.1250160038471222,0.1250160038471222,0.1250939965248108,0.12246199697256088,0.1234389990568161,408063753
2024-07-03,0.11847099661827087,0.11847099661827087,0.1253259927034378,0.11704500019550323,0.12501899898052216,657681923
2024-07-04,0.10488700121641159,0.10488700121641159,0.11894799768924713,0.10443100333213806,0.11844799667596817,1239123198
2024-07-05,0.10559400171041489,0.10559400171041489,0.10641799867153168,0.09379500150680542,0.10485299676656723,1709690679
2024-07-06,0.1136149987578392,0.1136149987578392,0.11407899856567383,0.10493499785661697,0.1055850014090538,842720114
2024-07-07,0.10423199832439423,0.10423199832439423,0.11357700079679489,0.10373300313949585,0.11357700079679489,641031095
2024-07-08,0.1075809970498085,0.1075809970498085,0.1110209971666336,0.0991630032658577,0.10423500090837479,1023119021
2024-07-09,0.10751300305128098,0.10751300305128098,0.1092199981212616,0.10613799840211868,0.10756999999284744,572733013
2024-07-10,0.10802199691534042,0.10802199691534042,0.11043000221252441,0.1059039980173111,0.1075190007686615,552090147
2024-07-11,0.10666699707508087,0.10666699707508087,0.11217900365591049,0.10631100088357925,0.108024001121521,546104180
2024-07-12,0.10768499970436096,0.10768499970436096,0.10826600342988968,0.10503199696540833,0.10666400194168091,468503073
2024-07-13,0.11235599964857101,0.11235599964857101,0.11288899928331375,0.10744699835777283,0.10768499970436096,497448463
2024-07-14,0.11544899642467499,0.11544899642467499,0.11649499833583832,0.11134999990463257,0.11235000193119049,551768272
2024-07-15,0.12522800266742706,0.12522800266742706,0.12535199522972107,0.11478900164365768,0.1154709979891777,865334768
2024-07-16,0.12493100017309189,0.12493100017309189,0.12725700438022614,0.11937099695205688,0.1251640021800995,1023424280
2024-07-17,0.12188400328159332,0.12188400328159332,0.12750600278377533,0.1206429973244667,0.12493299692869186,731025036
2024-07-18,0.11949600279331207,0.11949600279331207,0.1238429993391037,0.11757300049066544,0.12187899649143219,710080580
2024-07-19,0.12547999620437622,0.12547999620437622,0.1260560005903244,0.11790800094604492,0.11950100213289261,724349409
2024-07-20,0.13443000614643097,0.13443000614643097,0.1356460005044937,0.12448500096797943,0.12547500431537628,1109519614
2024-07-21,0.14016899466514587,0.14016899466514587,0.1430869996547699,0.1264050006866455,0.13443000614643097,1229665449
2024-07-22,0.13788099586963654,0.13788099586963654,0.14246900379657745,0.1362140029668808,0.1401669979095459,1468393831
2024-07-23,0.13039100170135498,0.13039100170135498,0.13920199871063232,0.12848900258541107,0.13788199424743652,963364309
2024-07-24,0.12808799743652344,0.12808799743652344,0.13462699949741364,0.1272439956665039,0.13038599491119385,734879689
2024-07-25,0.12522099912166595,0.12522099912166595,0.12864099442958832,0.12032300233840942,0.12808899581432343,970420635
2024-07-26,0.13431799411773682,0.13431799411773682,0.1348779946565628,0.12520000338554382,0.12522199749946594,752603628
2024-07-27,0.1315920054912567,0.1315920054912567,0.1386670023202896,0.13134099543094635,0.13431799411773682,1193072781
2024-07-28,0.13007499277591705,0.13007499277591705,0.13179999589920044,0.1283240020275116,0.13159699738025665,755293791
2024-07-29,0.1286740005016327,0.1286740005016327,0.1349489986896515,0.12795500457286835,0.13007600605487823,809333955
2024-07-30,0.12559500336647034,0.12559500336647034,0.13030600547790527,0.12366200238466263,0.12866200506687164,638122391
2024-07-31,0.12201400101184845,0.12201400101184845,0.12720100581645966,0.12154299765825272,0.12559300661087036,609802169
2024-08-01,0.11923599988222122,0.11923599988222122,0.12293200194835663,0.11282800137996674,0.12202099710702896,861079384
2024-08-02,0.11150799691677094,0.11150799691677094,0.11951299756765366,0.11056700348854065,0.11923500150442123,826720039
2024-08-03,0.10816899687051773,0.10816899687051773,0.11449699848890305,0.10541799664497375,0.11150699853897095,808239471
2024-08-04,0.10373300313949585,0.10373300313949585,0.10921400040388107,0.0996059998869896,0.10816899687051773,827323034
2024-08-05,0.0945030003786087,0.0945030003786087,0.10416600108146667,0.08083099871873856,0.10373199731111526,3194029250
2024-08-06,0.09637100249528885,0.09637100249528885,0.10138799995183945,0.09436699748039246,0.09450200200080872,1124169389
2024-08-07,0.09551499783992767,0.09551499783992767,0.10184700042009354,0.09459400177001953,0.09637100249528885,1000135339
2024-08-08,0.10740400105714798,0.10740400105714798,0.10777200013399124,0.09397699683904648,0.09551499783992767,858015369
2024-08-09,0.10397399961948395,0.10397399961948395,0.10758200287818909,0.10177399963140488,0.10740900039672852,602450305
2024-08-10,0.10520199686288834,0.10520199686288834,0.10585899651050568,0.1031159982085228,0.10397399961948395,371267774
2024-08-11,0.10056599974632263,0.10056599974632263,0.11079400032758713,0.10029900074005127,0.10520300269126892,676944256
2024-08-12,0.1077670007944107,0.1077670007944107,0.10853499919176102,0.10047099739313126,0.10056599974632263,778786434
2024-08-13,0.1064160019159317,0.1064160019159317,0.10884299874305725,0.10357200354337692,0.1077670007944107,575505923
2024-08-14,0.10255499929189682,0.10255499929189682,0.10673999786376953,0.10180500149726868,0.1064160019159317,564943505
2024-08-15,0.10026700049638748,0.10026700049638748,0.10479799658060074,0.09819500148296356,0.10255499929189682,617034813
2024-08-16,0.10043899714946747,0.10043899714946747,0.1020279973745346,0.09774199873209,0.10026700049638748,539609334
2024-08-17,0.10275500267744064,0.10275500267744064,0.10363099724054337,0.10015600174665451,0.10043899714946747,305545333
2024-08-18,0.1001719981431961,0.1001719981431961,0.10430599749088287,0.10016900300979614,0.10275500267744064,377630490
2024-08-19,0.10150399804115295,0.10150399804115295,0.10180699825286865,0.0987119972705841,0.1001719981431961,463249309
2024-08-20,0.10300099849700928,0.10300099849700928,0.10561899840831757,0.1012289971113205,0.10150600224733353,695089222
2024-08-21,0.10615699738264084,0.10615699738264084,0.10782500356435776,0.10246200114488602,0.10300000011920929,509933481
